food_name,tag_name,serving_unit,serving_qty,nf_calories
skim milk,skim nonfat fat free milk,cup,1,83.3
milkshake,milkshake,fl oz,16,540.74
whole milk,whole milk,cup,1,148.84
coconut milk,coconut milk,cup,1,445.22
malted milkshake,milk shake with malt,milk shake (about 10 fl oz),1,519.21
orange milkshake,orange milkshake,fl oz,16,525.6
semi skimmed milk,2% milk,cup,1,122
malted milk balls,malted milk ball,piece,18,194.18
milkshakes,milkshake,fl oz,16,540.74
date milkshake,date shake,milkshake (12 fl oz),1,608.38
oreo milkshake,oreo milkshake,shake (10 fl oz),1,652.16
mango milkshake,mango milkshake,fl oz,16,514.81
eggnog milkshake,egg nog milkshake,fl oz,16,714.56
papaya milkshake,papaya milkshake,fl oz,10,242.35
banana milkshake,banana milkshake,fl oz,12,452.03
vanilla milkshake,vanilla milk shake,container (11 oz),1,350.56
strawberry milkshake,strawberry milk shake,serving medium 16 fl oz,1,424.88
peanut butter milkshake,peanut butter milkshake,fl oz,12,782
strawberry banana milkshake,strawberry banana milkshake,fl oz,12,428.21
culvers chocolate milkshake,Culver's chocolate shake,Serving,1,820
banana and oatmeal milkshake,banana and oatmeal shake,fl oz,12,339.29
vanilla milkshake burger king,burger king vanilla shake,small 12 fl oz,1,500.64
vanilla peanut butter milkshake,peanut butter milkshake,fl oz,12,782
noodles,pasta,cup spaghetti not packed,1,195.92
egg noodles,egg noodle,cup,1,?
rice noodles,rice noodle,cup,1,?
thai noodles,pad thai,serving (about 2.5 cups),1,838.4
maggi noodles,maggi 2 minute noodles,package,1,383.52
ramen noodles,ramen noodles,package,1,383.52
fried noodles,fried noodles,cup,1,286.83
crispy noodles,crispy noodles,cup,0.25,58.61
instant noodles,instant noodles,container,1,325.2
lo mein noodles,lo mein,cup,1,164.56
macaroni noodles,macaroni,cup elbows not packed,1,189.6
zucchini noodles,zucchini noodles,cup,1,20.06
spaghetti noodles,spaghetti noodles,cup,1,210.36
cellophane noodles,mung bean noodles,cup,1,161.46
vermicelli noodles,vermicelli,cup,1,221.2
brown rice noodles,rice noodle,cup,1,190.08
instant ramen noodles,ramen noodles,package,1,383.52
sweet potato starch noodles,sweet potato vermicelli,"oz, cooked",1,94.61
nissin cup noodles chicken flavor,nissin cup noodles chicken flavor,container,1,320
ostrich,ostrich meat,serving ( 3 oz ),1,131.75
ostrich egg,ostrich egg,ostrich egg,1,2002
ostrich meat,ostrich meat,serving ( 3 oz ),1,131.75
ostrich mince,ground ostrich,patty,1,162.75
ground ostrich,ground ostrich,patty,1,?
cooked ostrich,ostrich meat,serving ( 3 oz ),1,?
ostrich top loin,ostrich top loin,serving ( 3 oz ),1,131.75
cooked ostrich meat,ostrich meat,serving ( 3 oz ),1,131.75
ground ostrich meat,ground ostrich,patty,1,162.75
ostrich meat cooked,ostrich meat,serving ( 3 oz ),1,131.75
cooked ground ostrich,ground ostrich,patty,1,162.75
ground ostrich cooked,ground ostrich,patty,1,162.75
pizza,pizza,slice,1,284.62
mini pizza,mini pizza,pizza,1,358.27
pizza pops,pizza pops,pizza snack,1,259.83
pizzabread,pizza bread,piece,1,190.24
pita pizza,pita pizza,pita,1,316.61
pizzadilla,pizzadilla,pizzadilla,1,847.17
pizza pasta,pizza pasta casserole,cup,1,433.61
pizzaburger,pizza burger,burger,1,738.2
frozen pizza,frozen pizza,personal pizza,1,?
sausage pizza,sausage pizza,slice,1,324.8
supreme pizza,Deluxe/supreme pizza,slice,1,?
hawaiian pizza,Hawaiian pizza,slice,1,?
pizza hut pizza,Pizza Hut pizza,medium slice,1,219.96
pineapple pizza,pineapple pizza,medium slice,1,243.89
pepperoni pizza,pepperoni pizza,slice,1,313.02
breakfast pizza,breakfast pizza,small slice,1,236.25
pepperoni pizzadilla,pizzadilla,pizzadilla,1,847.17
margarita pepperoni pizza,margherita pepperoni pizza,pizza,1,1925.7
pizza pizza pepperoni pizza small,pizza pizza pepperoni pizza small,slice,1,200
pepperoni,deli pepperoni,slice,1,10.08
pepperoni sub,pepperoni sandwich,sandwich,1,612.19
pizza pepperoni,pepperoni pizza,slice,1,313.02
hormel pepperoni,hormel pepperoni,slices,14,150
pepperoni sticks,pepperoni stick,stick,1,115.92
pizza hut pepperoni,pizza hut pepperoni pizza,medium slice,1,219.96
margarita pepperoni,margherita pepperoni pizza,pizza,1,1925.7
pepperoni pan pizza,Deep dish/pan/thick crust pepperoni pizza,slice,1,338.66
pepperoni pizza bread,pizza bread,piece,1,190.24
jacks pizza pepperoni,jacks pizza pepperoni,pizza,0.3,360
pepperoni pizza panini,Pizza Panini,Panini,1,562.68
pepperoni sausage pizza,Combination meat pizza,slice,1,?
deep dish pepperoni pizza,deep dish pepperoni pizza,slice,1,338.66
pizza thin crust pepperoni,thin crust pepperoni pizza,slice,1,261.49
pizzarev all natural pepperoni,pizzarev all natural pepperoni,Ounces,1,140
pizza hut hand tossed pepperoni,Pizza hut hand tossed pepperoni pizza,medium slice,1,219.96
porter,porter,bottle,1,196.85
porters,porter,bottle,1,196.85
porterhouse,porterhouse steak,steak,1,1161.96
porter beer,porter,bottle,1,196.85
beer porter,porter,bottle,1,196.85
beef porterhouse,porterhouse steak,steak,1,1161.96
porterhouse steak,porterhouse steak,steak,1,1161.96
pancakes,pancake,"pancake (5"")",1,90.8
ihop pancakes,ihop pancakes,stack,1,681
wheat pancakes,whole wheat pancakes,"pancake (6"" dia)",1,268.32
giant pancakes,giant pancakes,pancakes,3,300
apple pancakes,apple pancakes,large pancake,1,161.27
pancakes syrup,pancake syrup,serving 1/4 cup,1,219.95
pecan pancakes,pecan pancakes,"6"" pancake",1,131.52
banana pancakes,banana pancake,medium pancake,1,77.68
pumpkin pancakes,pumpkin pancakes,serving,1,273.21
swedish pancakes,swedish pancake,"crepe (8"")",1,137.87
protein pancakes,protein pancake,"5"" pancake",1,55.15
bisquick pancakes,bisquick pancakes,"pancake (6"" dia)",1,?
blueberry pancakes,blueberry pancake,"pancake (4"" dia)",1,?
buttermilk pancakes,buttermilk pancakes,"pancake (6"" dia)",1,?
blue berry pancakes,blueberry pancake,"pancake (4"" dia)",1,84.36
pancakes buttermilk,buttermilk pancakes,"pancake (6"" dia)",1,174.79
whole wheat pancakes,whole wheat pancakes,"pancake (6"" dia)",1,268.32
chocolate chip pancakes,chocolate chip pancakes,pancake,1,139.42
ihop buttermilk pancakes,ihop pancakes,stack,1,681
quesadilla,quesadilla,quesadilla 8-10 inch diameter,1,713.92
egg quesadilla,egg and cheese quesadilla,quesadilla,1,482.23
meat quesadilla,steak quesadilla,whole quesadilla,1,1192.08
quesadilla pizza,pizzadilla,pizzadilla,1,847.17
bean quesadillas,black bean quesadilla,quesadilla,1,1018.31
pork quesadillas,pork quesadilla,quesadilla,1,1207.32
steak quesadilla,steak quesadilla,whole quesadilla,1,1192.08
fajita quesadilla,chicken quesadilla,quesadilla,1,1069.07
cheese quesadilla,cheese quesadilla,quesadilla 8-10 inch diameter,1,713.92
shrimp quesadilla,shrimp quesadilla,whole quesadilla,1,1073.71
spinach quesadilla,spinach quesadilla,quesadilla,1,952.06
brisket quesadilla,beef brisket quesadilla,whole quesadilla,1,1249.78
quesadilla chicken,chicken quesadilla,quesadilla,1,1069.07
chicken quesadilla,chicken quesadilla,quesadilla,1,1069.07
chorizo quesadilla,chorizo quesadilla,quesadilla,1,1384.77
mushroom quesadilla,vegetable quesadilla,quesadilla,1,948.97
beef brisket quesadillas,beef brisket quesadilla,whole quesadilla,1,1249.78
chicken cheese quesadilla,chicken quesadilla,quesadilla,1,1069.07
applebees quesadilla burger,quesadilla burger,burger,1,1410.51
del taco chicken cheddar quesadilla,del taco chicken cheddar quesadilla,g,215,550
quiche,quiche lorraine,serving,1,496.25
egg quiche,cheese quiche,piece,1,632.17
ham quiche,ham and cheese quiche,piece,1,549.77
crab quiche,crab quiche,piece,1,536.25
swiss quiche,cheese quiche,piece,1,632.17
veggie quiche,vegetable quiche,piece,1,410.79
quiche chicken,chicken quiche,piece,1,556.56
spinach quiche,spinach quiche,piece,1,506.53
sausage quiche,sausage quiche,piece,1,622.58
mushroom quiche,mushroom quiche,piece,1,481.13
broccoli quiche,broccoli quiche,piece,1,410.79
quiche lorraine,quiche lorraine,serving,1,496.25
vegetable quiche,vegetable quiche,piece,1,410.79
swiss cheese quiche,cheese quiche,piece,1,632.17
feta spinach quiche,spinach and feta quiche,piece,1,387.49
cheddar cheese quiche,cheese quiche,piece,1,632.17
crustless mini quiches,crustless mini quiche muffin,quiche muffin,1,218.27
broccoli cheddar quiche,broccoli quiche,piece,1,410.79
salmon goat cheese quiche,salmon quiche,piece,1,521.09
reuben,reuben,sandwich,1,744.53
reuben dip,reuben dip,tbsp,2,72.38
turkey reuben,turkey reuben,sandwich,1,660.07
reuben hotdish,reuben casserole,cup,1,381.76
reuben eggroll,reuben egg rolls,roll,1,442.51
turkey reubens,turkey reuben,sandwich,1,660.07
pastrami reuben,pastrami reuben,sandwich,1,689.66
reuben egg roll,reuben egg rolls,roll,1,442.51
reuben sandwich,reuben,sandwich,1,744.53
reuben hot dish,reuben casserole,cup,1,381.76
reuben casserole,reuben casserole,cup,1,381.76
reuben egg rolls,reuben egg rolls,roll,1,442.51
reuben with turkey,turkey reuben,sandwich,1,660.07
corned beef reuben,corned beef reuben,sandwich,1,744.53
ground round reuben,ground round rueben,Sandwich,1,740
turkey reuben sandwich,turkey reuben,sandwich,1,660.07
pastrami reuben sandwich,pastrami reuben,sandwich,1,689.66
turkey reuben sandwiches,turkey reuben,sandwich,1,660.07
reuben sandwich with turkey,turkey reuben,sandwich,1,660.07
spinach,spinach,cup,1,41.4
raw spinach,raw spinach,cup,1,6.9
spinach raw,raw spinach,cup,1,6.9
spinach pie,spanakopita,triangle,1,?
baby spinach,raw spinach,cup,1,6.9
spinach pasta,spinach pasta,cup,1,175.5
fresh spinach,raw spinach,cup,1,6.9
spinach salad,spinach salad,cup,1,134.17
cooked spinach,cooked spinach,cup,1,41.4
spinach cooked,cooked spinach,cup,1,41.4
frozen spinach,frozen spinach,cup,0.5,32.3
spinach leaves,spinach,cup,1,41.4
spinach omelet,spinach omelet,3-egg omelet,1,362.69
spinach ravioli,spinach ravioli,cup without sauce,1,290.39
steamed spinach,cooked spinach,cup,1,41.4
spinach tortilla,spinach tortilla wrap,"tortilla (approx 10"" dia)",1,234
spinach salad with strawberries,spinach and strawberry salad,salad,1,285.82
spaghetti,spaghetti,cup,1,210.36
spaghettio,spaghettios,cup,1,201.6
spaghettios,spaghettios,cup,1,201.6
dry spaghetti,dry spaghetti,oz,2,210.36
spaghetti pie,spaghetti pie,cup,1,405.35
thin spaghetti,Thin spaghetti,cup capellini,1,213.3
spaghetti sauce,spaghetti sauce,cup,0.5,66
spaghetti pasta,spaghetti pasta,cup,1,210.36
turkey spaghetti,turkey spaghetti,plate (about 2 cups),1,668.54
cooked spaghetti,cooked spaghetti,cup,1,210.36
chicken spaghetti,chicken spaghetti,serving,1,400.37
organic spaghetti,organic spaghetti,cup,1,210.36
spaghetti marinara,spaghetti with sauce,cups,2,542.14
uncooked spaghetti,dry spaghetti,oz,2,210.36
spaghetti carbonara,spaghetti carbonara,plate (about 3 cups),1,1018.11
spaghetti bolognese,spaghetti bolognese,serving (about 2 cups),1,666.83
tomato spaghetti sauce,tomato spaghetti sauce,cup,0.5,66
tri tater,simplot tri-taters,patty,1,99.65
tatertots,tater tots,tots,10,161.28
tater tot,tater tots,tots,10,161.28
tater tots,tater tots,tots,10,161.28
tri taters,simplot tri-taters,patty,1,99.65
cheezy tater tots,cheesy tater tots,cheesy tot,1,26.36
loaded tater tots,loaded tater tots,cup,1,315.12
tatertot hot dish,tater tot casserole,cup,1,410.49
cheesy tater tots,cheesy tater tots,cheesy tot,1,26.36
tatertot casserole,tater tot casserole,cup,1,410.49
ore ida tater tots,ore ida tater tots,pieces,9,130
tater tot casserole,tater tot casserole,cup,1,410.49
tri tater hash brown,simplot tri-taters,patty,1,99.65
oven baked tater tots,tater tots,tots,10,161.28
sweet potato tater tot,sweet potato tots,tots,15,211.49
sonic medium tater tots,"sonic tater tots, medium",g,144,360
sweet potato tater tots,sweet potato tots,tots,15,211.49
sonic tater tots medium,"sonic tater tots, medium",g,144,360
chili cheese tater tots,chili cheese tater tots,cup,1,373.12
tots,tater tots,tots,10,161.28
loaded tots,loaded tater tots,cup,1,315.12
cheesy tots,cheesy tater tots,cheesy tot,1,26.36
broccoli tots,broccoli tots,tot,1,18.75
zucchini tots,zucchini tots,tot,1,7.68
medium sonic tots,"sonic tater tots, medium",g,144,360
sonic tots medium,"sonic tater tots, medium",g,144,360
chili cheese tots,chili cheese tater tots,cup,1,373.12
pizza inn tator tots,pizza inn tator tots,ounces,3,160
green giant veggie tots cauliflower,green giant veggie tots cauliflower,pieces,6,110
venison,venison,serving ( 3 oz ),1,127.5
venison meat,venison,serving ( 3 oz ),1,127.5
venison bacon,venison bacon,oz,1,68.64
venison chili,venison chili,bowl (about 2 cups),1,564.6
venison roast,venison shoulder,serving ( 3 oz ),1,162.35
venison steak,venison steak,serving ( 3 oz ),1,129.2
roast venison,venison shoulder,serving ( 3 oz ),1,162.35
venison chilli,venison chili,bowl (about 2 cups),1,564.6
venison burger,venison burger,burger,1,750.08
venison steaks,venison steak,serving ( 3 oz ),1,129.2
ground venison,ground venison,serving ( 3 oz ),1,158.95
venison sausage,deer sausage,link,1,223.05
venison hamburger,venison burger,burger,1,750.08
venison tenderloin,venison tenderloin,oz,1,34.02
venison bacon burger,venison burger,burger,1,750.08
venison cheeseburger,venison cheeseburger,burger,1,750.08
cooked venison bacon,venison bacon,oz,1,68.64
summer sausage venison,venison summer sausage,oz,2,148.24
venison summer sausage,venison summer sausage,oz,2,148.24
waffles,waffle,"waffle, round (7"" dia)",1,218.25
oat waffles,oatmeal waffle,"large waffle (8"")",1,?
eggo waffles,eggo waffle,waffles,2,?
waffles eggo,eggo waffle,waffles,2,140
wheat waffles,whole grain waffle,waffle,1,?
bacon waffles,bacon waffle,"9"" square waffle",1,619.8
potato waffles,potato waffle,frozen waffle,1,106.48
frozen waffles,frozen waffle,waffle,1,97.3
banana waffles,banana waffle,"7"" waffle",1,363.03
pumpkin waffles,pumpkin waffle,"round waffle (8"")",1,218.82
cinnamon waffles,cinnamon waffle,"waffle, round (7"" dia)",1,218.25
bisquick waffles,bisquick waffles,square piece,1,125.48
blueberry waffles,blueberry waffle,waffle,1,?
strawberry waffles,strawberry waffle,"7"" round waffle",1,?
buttermilk waffles,buttermilk waffle,"waffle, round (7"" dia)",1,218.25
whole grain waffles,whole grain waffle,waffle,1,70.92
chicken and waffles,chicken and waffles,waffle with chicken and syrup,1,1012.31
chocolate chip waffles,chocolate chip waffle,waffle,1,227.7
eggo chocolate chip waffles,"eggo waffle, chocolate chip",waffles,2,200
vans 8 whole grains waffles,vans 8 whole grains waffles,waffles,2,160
wine,still wine,glass,1,122.01
wine red,red wine,glass,1,124.95
red wine,red wine,glass,1,124.95
wine rose,rose wine,glass,1,125.74
plum wine,plum wine,glass (4.1 fl oz),1,164.8
port wine,port,fl oz,1,14.5
wine white,white wine,serving (5 fl oz),1,120.54
white wine,white wine,serving (5 fl oz),1,120.54
sherry wine,sherry,fl oz,1,14.5
wine cooler,wine cooler,fl oz,11.2,227.8
malbec wine,malbec,glass,1,?
moscato wine,muscato wine,serving (5 fl oz),1,?
dessert wine,sweet dessert wine,glass (3.5 fl oz),1,164.8
sparkling wine,sparkling wine,flute,1,120.54
red wine sauce,bordelaise sauce,cup,0.25,46.24
red wine merlot,merlot,serving 5 fl oz,1,122.01
chardonnay wine,chardonnay,serving 5 fl oz,1,123.48
red wine vinegar,red wine vinegar,tbsp,1,2.83
white wine sangria,white wine sangria,drink,1,160.32
red wine pinot noir,pinot noir,serving (5 fl oz),1,120.54
walnuts,walnut,walnut half,1,13.28
black walnuts,black walnuts,oz,1,175.49
walnuts chopped,chopped walnuts,tbsp,1,49.05
chopped walnuts,chopped walnuts,tbsp,1,49.05
candied walnuts,candied walnut,pieces,10,63.61
sugared walnuts,candied walnut,pieces,10,63.61
unknown walnuts raw,unknown walnuts raw,cup,0.25,210
kirkland signature walnuts,kirkland signature walnuts,cup,0.25,200
zucchini and walnuts muffin,zucchini walnut muffin,medium muffin,1,373.78
zucchini muffin with walnuts,zucchini walnut muffin,medium muffin,1,373.78
salad with apples and walnuts,apple walnut salad,cup,1,71.05
chocolate cookie with walnuts,chocolate walnut cookie,medium cookie,1,144.48
chocolate chip cookie with walnuts,chocolate chip cookie with walnuts,cookie,1,133.32
emerald natural almonds and walnuts,emerald natural almonds and walnuts,package,1,100
kirkland signature nut bar almonds cashews and walnuts,kirkland signature nut bar almonds cashews and walnuts,bar,1,210
yogurt,yogurt,container (6 oz),1,107.1
light yogurt,light yogurt,container (6 oz),1,?
fruit yogurt,fruit yogurt,container (6 oz),1,161.5
greek yogurt,greek yogurt,oz,6,?
plain yogurt,plain yogurt,container (6 oz),1,?
frozen yogurt,frozen yogurt,cup,1,?
lowfat yogurt,low fat yogurt,container (6 oz),1,168.3
nonfat yogurt,nonfat plain yogurt,container (6 oz),1,?
activia yogurt,activia yogurt,container,1,?
vanilla yogurt,vanilla yogurt,container (6 oz),1,?
yogurt parfait,yogurt parfait,item,1,125.16
yoplait yogurt,yoplait,container (6 oz),1,168.3
0 greek yogurt,0% greek yogurt,oz,1,23.25
yogurt smoothie,yogurt shake,fl oz,12,236.68
2% greek yogurt,2% greek yogurt,container (7 oz),1,146
yogurt blueberry,blueberry yogurt,container (6 oz),1,168.3
yogurt strawberry,strawberry yogurt,container (6 oz),1,168.3
plain greek yogurt,plain greek yogurt,oz,6,100.3
greekpastures greek yogurt,greekpastures greek yogurt,container,1,130
ziti,ziti,cup ziti,1,169.06
ziti pasta,baked ziti,serving (2 cups),1,579.26
baked ziti,baked ziti,serving (2 cups),1,579.26
ziti noodles,ziti,cup ziti,1,169.06
vegetable ziti,Vegetable Ziti,Serving,1,539.36
baked ziti pasta,baked ziti,serving (2 cups),1,579.26
baked vegetable ziti,Vegetable Ziti,Serving,1,539.36
chicken broccoli ziti,chicken and broccoli ziti,cups,2,558.07
chicken and broccoli ziti,chicken and broccoli ziti,cups,2,558.07
roasted vegetable baked ziti,Vegetable Ziti,Serving,1,539.36
zucchini,zucchini,medium,1,32.55
zucchinis,zucchini,medium,1,32.55
raw zucchini,zucchini,medium,1,32.55
zucchini cake,zucchini cake,piece,1,216.38
zucchini soup,zucchini soup,bowl (2 cups),1,249.37
zucchini fries,zucchini fries,piece,1,16.78
zucchini pasta,zucchini noodles,cup,1,20.06
zucchini bread,zucchini bread,slice,1,153.68
fried zucchini,fried zucchini,piece,1,18.86
zucchini chips,zucchini chips,cup,1,198.82
zucchini cooked,"zucchini, cooked",medium,1,32.55
cooked zucchini,"zucchini, cooked",medium,1,32.55
zucchini muffin,zucchini muffin,medium muffin,1,347.62
zucchini grilled,grilled zucchini,cup,1,74.17
sauteed zucchini,sauteed squash,cup,1,60.37
grilled zucchini,grilled zucchini,cup,1,74.17
soup,soup,serving 1 cup,1,?
bean soup,bean soup,cup,1,113.62
tofu soup,tofu soup,cup,1,129.37
miso soup,miso soup,cup,1,58.95
onion soup,soup mix,serving 1 cup,1,?
tomato soup,tomato soup,bowl (2 cups),1,?
lentil soup,lentil soup,cup (8 fl oz),1,?
pumpkin soup,pumpkin soup,bowl (2 cups),1,241.09
chicken soup,chicken vegetable soup,bowl (2 cups),1,168.3
seafood soup,cioppino,bowl (2 cups),1,379.78
tortilla soup,chicken tortilla soup,bowl (2 cups),1,259.7
mushroom soup,cream of mushroom,cup,0.5,99.54
split pea soup,pea soup,serving 1 cup,1,157.99
vegetable soup,vegetable soup,bowl (2 cups),1,159.06
sweet potato soup,sweet potato soup,serving,1,150.13
chicken noodle soup,chicken noodle soup,bowl (2 cups),1,124
