food_name,brand_name_item_name,brand_name,serving_unit,serving_qty,nf_calories
Ostrich Fillet Steak,Unknown Ostrich Fillet Steak,Unknown,portion,1.0,140.9199981689453
Beef & Ostrich Jerky,OS Trim Beef & Ostrich Jerky,OS Trim,package,1.0,60.0
"High Protein Beef & Ostrich Snack, Pepper Flavor","Ostrim High Protein Beef & Ostrich Snack, Pepper Flavor",Ostrim,stick,1.0,80.0
"Burger, Ostrich Steak,","Klein Karoo Burger, Ostrich Steak,",Klein Karoo,g,1.0,140.1999969482422
"Beef & Ostrich Jerky, Pepper","Ostrim Beef & Ostrich Jerky, Pepper",Ostrim,package,1.0,60.0
"Ostrich Droewors, Original","Woolworths Food Ostrich Droewors, Original",Woolworths Food,g serving,30.0,117.75
Beef Snack Stick Ostrich Added,Ostrim Beef Snack Stick Ostrich Added,Ostrim,stick,1.0,80.0
"Beef and Ostrich Snack, Pepper Flavor","OS Trim Beef and Ostrich Snack, Pepper Flavor",OS Trim,stick,1.0,80.0
"Beef and Ostrich Snack, Teriyaki","OS Trim Beef and Ostrich Snack, Teriyaki",OS Trim,stick,1.0,80.0
Ostrich Potjie With Mixed Vegetables,Fit  Chef Ostrich Potjie With Mixed Vegetables,Fit  Chef,g,1.0,229.52999877929688
"Protein Snack, Beef and Ostrich","OS Trim Protein Snack, Beef and Ostrich",OS Trim,stick,1.0,80.0
Teriyaki Flavor Beef Ostrich Jerky,OS Trim Teriyaki Flavor Beef Ostrich Jerky,OS Trim,package,1.0,60.0
"Beef Snack Stick with Ostrich, Pepper Flavor","Ostrim Beef Snack Stick with Ostrich, Pepper Flavor",Ostrim,stick,1.0,80.0
Veggie Pizza-Dillas,Pizza Pizza Veggie Pizza-Dillas,Pizza Pizza,pizza-dilla,3.0,610.0
Asparagus Pizza,Pizza Pizza Asparagus Pizza,Pizza Pizza,pizza,1.0,530.0
"Cheese Pizza, Small","Pizza Pizza Cheese Pizza, Small",Pizza Pizza,slice,1.0,180.0
"Pepperoni Pizza, Small","Pizza Pizza Pepperoni Pizza, Small",Pizza Pizza,slice,1.0,200.0
Trio Pomodoro Pizza,Pizza Pizza Trio Pomodoro Pizza,Pizza Pizza,pizza,1.0,690.0
"Spicy Meatball Pizza, Large","Pizza Pizza Spicy Meatball Pizza, Large",Pizza Pizza,slice,1.0,310.0
"Sweet Heat Pizza, Large","Pizza Pizza Sweet Heat Pizza, Large",Pizza Pizza,slice,1.0,240.0
Chicken Bruschetta Pizza,Pizza Pizza Chicken Bruschetta Pizza,Pizza Pizza,pizza,1.0,720.0
Homestyle Pizzaiolo Sauce,Pizza Pizza Homestyle Pizzaiolo Sauce,Pizza Pizza,serving,1.0,35.0
"Pepperoni Pizza, Medium","Pizza Pizza Pepperoni Pizza, Medium",Pizza Pizza,slice,1.0,210.0
Spinach Splendito Pizza,Pizza Pizza Spinach Splendito Pizza,Pizza Pizza,pizza,1.0,730.0
"Garden Veggie Pizza, Large","Pizza Pizza Garden Veggie Pizza, Large",Pizza Pizza,slice,1.0,220.0
"Spicy Meatball Pizza, Small","Pizza Pizza Spicy Meatball Pizza, Small",Pizza Pizza,slice,1.0,260.0
Sweet Chili Thai Pizza,Pizza Pizza Sweet Chili Thai Pizza,Pizza Pizza,pizza,1.0,770.0
"Sweet Heat Pizza, Small","Pizza Pizza Sweet Heat Pizza, Small",Pizza Pizza,slice,1.0,200.0
Chicken Pizza-Dillas,Pizza Pizza Chicken Pizza-Dillas,Pizza Pizza,pizza-dilla,1.0,760.0
Chicken Romano Pizza,Pizza Pizza Chicken Romano Pizza,Pizza Pizza,pizza,1.0,860.0
Pesto Amore Pizza,Pizza Pizza Pesto Amore Pizza,Pizza Pizza,pizza,1.0,590.0
Potato Bianca Pizza,Pizza Pizza Potato Bianca Pizza,Pizza Pizza,pizza,1.0,710.0
Steak Pizza-Dillas,Pizza Pizza Steak Pizza-Dillas,Pizza Pizza,pizza-dilla,2.0,790.0
Turkey Pepperoni,Hormel Turkey Pepperoni,Hormel,slices,17.0,70.0
Pepperoni,Hormel Pepperoni,Hormel,slices,15.0,150.0
Pepperoni Turkey,Mama Cozzi's Pepperoni Turkey,Mama Cozzi's,slices,16.0,70.0
Pepperoni Pizza,Lean Cuisine Craveables Pepperoni Pizza,Lean Cuisine Craveables,pkg,1.0,410.0
Thick Sliced Pepperoni,Margherita Thick Sliced Pepperoni,Margherita,slices,6.0,130.0
"Pepperoni, Turkey","Bridgford Pepperoni, Turkey",Bridgford,slices,12.0,80.0
"Pizza, Pepperoni Original","Hormel Pizza, Pepperoni Original",Hormel,slices,15.0,150.0
Uncured Pepperoni,Hormel Uncured Pepperoni,Hormel,slices,17.0,150.0
"Turkey Stick, Uncured Pepperoni","Vermont Turkey Stick, Uncured Pepperoni",Vermont,oz,1.0,70.0
"Pepperoni, Original","Hormel Pepperoni, Original",Hormel,slices,15.0,140.0
Lean Turkey Pepperoni,Grimm's Lean Turkey Pepperoni,Grimm's,stick,1.0,50.0
"Uncured Pepperoni, Cauliflower","Realgood Uncured Pepperoni, Cauliflower",Realgood,pizza,1.0,410.0
Rising Crust Pepperoni Pizza,DiGiorno Rising Crust Pepperoni Pizza,DiGiorno,slice,1.0,310.0
"Party Pizza, Pepperoni","Totinos Party Pizza, Pepperoni",Totinos,slice,1.0,330.0
Pepperoni Minis,Hormel Pepperoni Minis,Hormel,oz,1.0,140.0
"Thin Crust Pizza, Uncured Pepperoni","Quest Thin Crust Pizza, Uncured Pepperoni",Quest,pizza,1.0,340.0
Original Pepperoni,Great Value Original Pepperoni,Great Value,slices,16.0,140.0
Sliced Pepperoni,Kroger Sliced Pepperoni,Kroger,slices,15.0,140.0
"Pizza, Pepperoni","Hormel Pizza, Pepperoni",Hormel,slices,15.0,140.0
Pepperoni Bites,Grimm's Pepperoni Bites,Grimm's,sticks,2.0,100.0
Pork Porterhouse,Outback Steakhouse Pork Porterhouse,Outback Steakhouse,order,1.0,510.0
Porter Cake,Seerys Porter Cake,Seerys,g,100.0,353.25
Porterhouse Steak,Claim Jumper Porterhouse Steak,Claim Jumper,serving,1.0,1840.0
"Melbourne/Porterhouse, 18 oz","Outback Steakhouse Melbourne/Porterhouse, 18 oz",Outback Steakhouse,steak,1.0,910.0
Porterhouse Pork Chop,Black Angus Steakhouse Porterhouse Pork Chop,Black Angus Steakhouse,serving,1.0,770.0
"Porterhouse, 22oz","Logan's Roadhouse Porterhouse, 22oz",Logan's Roadhouse,steak,1.0,1020.0
Veal Porterhouse,Maggiano's Little Italy Veal Porterhouse,Maggiano's Little Italy,Serving,1.0,1550.0
Irish Porter Cheddar,Cahill's Farm Irish Porter Cheddar,Cahill's Farm,oz,1.0,110.0
"Melbourne/Porterhouse, 24 oz","Outback Steakhouse Melbourne/Porterhouse, 24 oz",Outback Steakhouse,steak,1.0,1230.0
Yuengling - Porter (12 oz),Taco Bell Yuengling - Porter (12 oz),Taco Bell,oz,12.0,160.0
Snowdrift Vanilla Porter,Leinenkugel's Snowdrift Vanilla Porter,Leinenkugel's,fl oz,12.0,211.0
"Melbourne/Porterhouse, 20 oz","Outback Steakhouse Melbourne/Porterhouse, 20 oz",Outback Steakhouse,steak,1.0,1010.0
Gluten Free Porterhouse Steak,Claim Jumper Gluten Free Porterhouse Steak,Claim Jumper,serving,1.0,1780.0
"Melbourne/Porterhouse, 22 oz","Outback Steakhouse Melbourne/Porterhouse, 22 oz",Outback Steakhouse,steak,1.0,1110.0
"Kona Pipeline Porter, 16 oz","Islands Fine Burgers & Drinks Kona Pipeline Porter, 16 oz",Islands Fine Burgers & Drinks,oz,16.0,250.0
"Kona Pipeline Porter, 22 oz","Islands Fine Burgers & Drinks Kona Pipeline Porter, 22 oz",Islands Fine Burgers & Drinks,oz,22.0,340.0
Black Butte Porter,Deschutes Brewery Black Butte Porter,Deschutes Brewery,bottle,1.0,196.85000610351562
"Breckenridge Vanilla Porter, Bottle","Outback Steakhouse Breckenridge Vanilla Porter, Bottle",Outback Steakhouse,oz,12.0,200.0
Yuengling - Porter (16 oz),Taco Bell Yuengling - Porter (16 oz),Taco Bell,oz,16.0,220.0
Lunch Porterhouse Pork Chop,Black Angus Steakhouse Lunch Porterhouse Pork Chop,Black Angus Steakhouse,serving,1.0,770.0
Pancakes (3 Pancakes),Hilton Garden Inn Pancakes (3 Pancakes),Hilton Garden Inn,Pancakes,3.0,450.0
Golden Chocolate Chip Pancakes,Optavia Golden Chocolate Chip Pancakes,Optavia,g,31.0,110.0
Homestyle Pancakes,Nutrisystem Homestyle Pancakes,Nutrisystem,package,1.0,160.0
Pancakes,Sbarro Pancakes,Sbarro,pancakes,2.0,360.0
Buttermilk Pancakes,Centrella Buttermilk Pancakes,Centrella,pancakes,3.0,300.0
Pancakes (1),Shoney's Pancakes (1),Shoney's,each,1.0,290.0
Spiced Pancakes,Medifast Spiced Pancakes,Medifast,packet,1.0,100.0
Strawberry Pancakes,Smitty's Strawberry Pancakes,Smitty's,serving,1.0,720.0
Pancakes - Banana,Eggspectation Pancakes - Banana,Eggspectation,serving,1.0,970.0
Pancakes - Blueberry,Eggspectation Pancakes - Blueberry,Eggspectation,serving,1.0,890.0
Pancakes - Strawberry,Eggspectation Pancakes - Strawberry,Eggspectation,serving,1.0,870.0
"Pancakes, Blueberry","Buffets Pancakes, Blueberry",Buffets,pancake,1.0,110.0
Sweet Pancakes,Vici Sweet Pancakes,Vici,pcs,2.0,280.0
Blueberry Pancakes,Smitty's Blueberry Pancakes,Smitty's,serving,1.0,720.0
Construction Pancakes,Eggspectation Construction Pancakes,Eggspectation,serving,1.0,1190.0
Original Pancakes,Medifast Original Pancakes,Medifast,packet,1.0,90.0
Pancakes (4),Shoney's Pancakes (4),Shoney's,pancakes without sides,4.0,1280.0
Pancakes - Chocolate,Eggspectation Pancakes - Chocolate,Eggspectation,serving,1.0,960.0
"Pancakes, Buttermilk","Buffets Pancakes, Buttermilk",Buffets,pancake,1.0,110.0
Quesadilla Combo - Chicken Quesadilla,On The Border Mexican Grill & Cantina Quesadilla Combo - Chicken Quesadilla,On The Border Mexican Grill & Cantina,Serving,1.0,680.0
Quesadilla Combo - Steak Quesadilla,On The Border Mexican Grill & Cantina Quesadilla Combo - Steak Quesadilla,On The Border Mexican Grill & Cantina,Serving,1.0,740.0
Quesadilla Combo - Brisket Quesadilla,On The Border Mexican Grill & Cantina Quesadilla Combo - Brisket Quesadilla,On The Border Mexican Grill & Cantina,Serving,1.0,670.0
Quesadilla,Hardee's Quesadilla,Hardee's,g,138.0,470.0
Beef Quesadilla,Smitty's Beef Quesadilla,Smitty's,serving,1.0,930.0
Brazilian Quesadilla,Sandella's Brazilian Quesadilla,Sandella's,serving,1.0,540.0
Cheese Quesadilla,Sandella's Cheese Quesadilla,Sandella's,serving,1.0,450.0
Barbecue Quesadilla,Sandella's Barbecue Quesadilla,Sandella's,serving,1.0,570.0
Steak Quesadilla,Hardee's Steak Quesadilla,Hardee's,g,200.0,670.0
Brisket Quesadilla,Applebee's Brisket Quesadilla,Applebee's,Serving,1.0,1020.0
California Quesadilla,Sandella's California Quesadilla,Sandella's,serving,1.0,500.0
"Cheese, Quesadilla","Barberitos Cheese, Quesadilla",Barberitos,oz,2.5,250.0
Chicken Quesadilla,Excelline Chicken Quesadilla,Excelline,quesadilla,1.0,270.0
Kid Quesadilla,T.MAC Kid Quesadilla,T.MAC,serving,1.0,870.0
Kids Quesadilla,Chipotle Kids Quesadilla,Chipotle,Quesadilla,1.0,80.0
Quesadilla Burger,Applebee's Quesadilla Burger,Applebee's,Serving,1.0,1710.0
Quesadilla Steak,Hooters Quesadilla Steak,Hooters,serving,1.0,1220.0
"Quesadillas, Full","Chuy's Quesadillas, Full",Chuy's,appetizer,1.0,1280.0
Chicken Quesadillas,Excelline Chicken Quesadillas,Excelline,quesadilla,1.0,270.0
Crab Quesadilla,Eggspectation Crab Quesadilla,Eggspectation,serving,1.0,1150.0
Quiche Lorraine,Quelle Quiche! Quiche Lorraine,Quelle Quiche!,pie,0.5,310.0
Lorraine Quiche,Quelle Quiche! Lorraine Quiche,Quelle Quiche!,pie,0.20000000298023224,370.0
Quiche with Bacon,Quelle Quiche! Quiche with Bacon,Quelle Quiche!,slice,1.0,345.0
Broccoli Quiche,Giant Broccoli Quiche,Giant,quiche,0.20000000298023224,390.0
Blondie,Love & Quiches Gourmet Blondie,Love & Quiches Gourmet,g,35.0,150.0
Cheese & Bacon Quiche,Coop Cheese & Bacon Quiche,Coop,quiche,0.25,200.38999938964844
Cheese & Onion Quiche,Morrisons Cheese & Onion Quiche,Morrisons,quiche,0.25,219.74000549316406
Quiche (slice),Polly's Pies Quiche (slice),Polly's Pies,serving,1.0,750.0
Spinach Quiche,Meninno Brothers Spinach Quiche,Meninno Brothers,piece,1.0,280.0
Quiche Lorrane,Ahold Quiche Lorrane,Ahold,quiche,0.20000000298023224,510.0
Mini Quiche,Essential Everyday Mini Quiche,Essential Everyday,quiches,4.0,280.0
Quiche Florentine,Taylor Farms Quiche Florentine,Taylor Farms,quiche,1.0,320.0
"Quiche, Bacon","Meninno Brothers Quiche, Bacon",Meninno Brothers,pie,0.5,350.0
"Quiche, Bacon & Gruyere","Tesco Quiche, Bacon & Gruyere",Tesco,quiche,1.0,457.1499938964844
mini quiche,HyVee Select mini quiche,HyVee Select,quiche lorraine,4.0,280.0
Four Cheese Quiche,Meninno Brothers Four Cheese Quiche,Meninno Brothers,pie,0.5,370.0
Half Quiche Florentine,La Madeleine Half Quiche Florentine,La Madeleine,Order,0.5,380.0
Mini Spinach Quiche,Golden Corral Mini Spinach Quiche,Golden Corral,each,1.0,230.0
Spinach & Mushroom Quiche,Earth Fare Spinach & Mushroom Quiche,Earth Fare,slice,1.0,340.0
Veggie Quiche,Cafe Carolina & Bakery Veggie Quiche,Cafe Carolina & Bakery,Quiche,1.0,610.0
Reubenator,Izzy's Reubenator,Izzy's,serving,1.0,790.0
Famous Reuben,Izzy's Famous Reuben,Izzy's,serving,1.0,560.0
Reuben Burger,Izzy's Reuben Burger,Izzy's,serving,1.0,1070.0
Reuben,Arby's Reuben,Arby's,Serving,1.0,680.0
Reuben Sandwich,Crispers Reuben Sandwich,Crispers,serving,1.0,700.0
Tempeh Reuben,Cafe Yumm Tempeh Reuben,Cafe Yumm,serving,1.0,1080.0
Goetta Reuben,Izzy's Goetta Reuben,Izzy's,serving,1.0,690.0
Turkey Reuben,Izzy's Turkey Reuben,Izzy's,serving,1.0,450.0
Pastrami Reuben,Izzy's Pastrami Reuben,Izzy's,serving,1.0,460.0
"Reuben, FLATS","Potbelly Reuben, FLATS",Potbelly,Sandwich,1.0,550.0
Veggie Reuben,Izzy's Veggie Reuben,Izzy's,serving,1.0,370.0
Corned Beef Brisket,Reuben Corned Beef Brisket,Reuben,oz,4.0,160.0
Reuben Panini,Buona Restaurants Reuben Panini,Buona Restaurants,serving,1.0,700.0
Reuben SuperMelt Sandwich,Friendly's Reuben SuperMelt Sandwich,Friendly's,sandwich,1.0,1050.0
Turkey Reuben Panini,Sandella's Turkey Reuben Panini,Sandella's,serving,1.0,490.0
Classic Reuben,Carolina Ale House Classic Reuben,Carolina Ale House,sandwich without sides,1.0,760.0
Erik's Reuben Sandwich,Erik's Delicafe Erik's Reuben Sandwich,Erik's Delicafe,sandwich,1.0,700.0
N.Y. Reuben Sandwich,Brown Bag N.Y. Reuben Sandwich,Brown Bag,sandwich,1.0,660.0
"Pastrami Reuben Sandwich, Large","Togo's Pastrami Reuben Sandwich, Large",Togo's,Large Sandwich,1.0,1420.0
"Reuben Sandwich, Half","Dilly's Sandwiches Reuben Sandwich, Half",Dilly's Sandwiches,Sandwich,0.5,250.0
"Carb Balance Tortilla Wraps, Spinach Herb","Mission Carb Balance Tortilla Wraps, Spinach Herb",Mission,tortilla,1.0,60.0
Classic Spinach,Cooking with Spinach Classic Spinach,Cooking with Spinach,cups,3.0,20.0
Baby Spinach,Marketside Baby Spinach,Marketside,cups,4.0,20.0
Fresh Spinach,Marketside Fresh Spinach,Marketside,cups,4.0,20.0
"Spinach, Baby Mustards & Baby Chards","Cooking with Spinach Spinach, Baby Mustards & Baby Chards",Cooking with Spinach,cups,3.0,20.0
"Baby Spinach, Spinach Leaves","Signature Farms Baby Spinach, Spinach Leaves",Signature Farms,cups,3.0,20.0
Organic Baby Spinach,Marketside Organic Baby Spinach,Marketside,container,1.0,35.0
Spinach,Dole Spinach,Dole,cups,3.0,20.0
Spinach Egg White Frittatas,Garden Lites Spinach Egg White Frittatas,Garden Lites,frittata,1.0,70.0
"Wraps, Garden Spinach Herb","Mission Wraps, Garden Spinach Herb",Mission,tortilla,1.0,210.0
"Salad, Spinach Dijon","Marketside Salad, Spinach Dijon",Marketside,container,1.0,280.0
Spinach Dijon,Ready Pac Spinach Dijon,Ready Pac,container,1.0,280.0
"Frittatas, Bacon & Spinach","Jimmy Dean Delights Frittatas, Bacon & Spinach",Jimmy Dean Delights,frittatas,2.0,250.0
"Pizza, Spinach & Mushroom","Lean Cuisine Pizza, Spinach & Mushroom",Lean Cuisine,package,1.0,350.0
"Spinach, Classic","NewStar Spinach, Classic",NewStar,cups,3.0,20.0
"Baby Spinach, Organic","Earthbound Farm Baby Spinach, Organic",Earthbound Farm,cups,2.0,20.0
Creamy Spinach Dip,Tostitos Creamy Spinach Dip,Tostitos,tbsp,2.0,50.0
Chopped Spinach,Great Value Chopped Spinach,Great Value,cup,1.0,35.0
"Create Your Favorite Spaghetti, Spaghetti","The Spaghetti Warehouse Create Your Favorite Spaghetti, Spaghetti",The Spaghetti Warehouse,serving,1.0,360.0
Spaghetti Feast,The Spaghetti Warehouse Spaghetti Feast,The Spaghetti Warehouse,serving,1.0,1270.0
Spaghetti with Beer Chili,The Spaghetti Warehouse Spaghetti with Beer Chili,The Spaghetti Warehouse,serving,1.0,450.0
Spaghetti with Marinara Sauce,The Spaghetti Warehouse Spaghetti with Marinara Sauce,The Spaghetti Warehouse,serving,1.0,400.0
Spaghetti Vesuvius,The Old Spaghetti Factory Spaghetti Vesuvius,The Old Spaghetti Factory,serving,1.0,860.0
Spaghetti and Mushrooms,The Spaghetti Warehouse Spaghetti and Mushrooms,The Spaghetti Warehouse,serving,1.0,490.0
Spaghetti,Barilla Spaghetti,Barilla,oz,2.0,200.0
Family Spaghetti & Meatballs,The Spaghetti Warehouse Family Spaghetti & Meatballs,The Spaghetti Warehouse,order,0.25,730.0
Spaghetti with Italian Sausage,The Spaghetti Warehouse Spaghetti with Italian Sausage,The Spaghetti Warehouse,serving,1.0,670.0
Kid's Spaghetti and Meatball,The Spaghetti Warehouse Kid's Spaghetti and Meatball,The Spaghetti Warehouse,serving,1.0,380.0
Spaghetti with Meat Sauce,The Spaghetti Warehouse Spaghetti with Meat Sauce,The Spaghetti Warehouse,serving,1.0,500.0
Spaghetti with Tomato Sauce,The Spaghetti Warehouse Spaghetti with Tomato Sauce,The Spaghetti Warehouse,serving,1.0,400.0
"Create Your Favorite Spaghetti, Marinara","The Spaghetti Warehouse Create Your Favorite Spaghetti, Marinara",The Spaghetti Warehouse,serving,1.0,20.0
Kid's Spaghetti and 2 Meatballs,The Spaghetti Warehouse Kid's Spaghetti and 2 Meatballs,The Spaghetti Warehouse,serving,1.0,500.0
Trolley Stop Sirloin & Spaghetti,The Spaghetti Warehouse Trolley Stop Sirloin & Spaghetti,The Spaghetti Warehouse,serving,1.0,900.0
Kid's Spaghetti with Marinara Sauce,The Spaghetti Warehouse Kid's Spaghetti with Marinara Sauce,The Spaghetti Warehouse,serving,1.0,220.0
Spaghetti with Garlic Butter Sauce,The Spaghetti Warehouse Spaghetti with Garlic Butter Sauce,The Spaghetti Warehouse,serving,1.0,890.0
Spaghetti with Beer Chili with Cheese & Onions,The Spaghetti Warehouse Spaghetti with Beer Chili with Cheese & Onions,The Spaghetti Warehouse,serving,1.0,690.0
Kid's Spaghetti with Tomato Sauce,The Spaghetti Warehouse Kid's Spaghetti with Tomato Sauce,The Spaghetti Warehouse,serving,1.0,270.0
"Tater Chips, Tater Salad","Larry The Cable Guy Tater Chips, Tater Salad",Larry The Cable Guy,chips,17.0,150.0
Tater Puffs,Wegmans Tater Puffs,Wegmans,pieces,3.0,150.0
Taters,Great Value Taters,Great Value,pieces,10.0,160.0
Chessy Quik Taters,Schwan's Chessy Quik Taters,Schwan's,pieces,5.0,200.0
Tater Bites,Ralphs Tater Bites,Ralphs,pieces,8.0,150.0
"Potatoes, Taters Shredded Seasoned","Great Value Potatoes, Taters Shredded Seasoned",Great Value,pieces,84.0,160.0
Sweet Tater Tots,Start Restaurant Sweet Tater Tots,Start Restaurant,Serving,1.0,260.0
"Taters and Gravy, Large","TacoTime Taters and Gravy, Large",TacoTime,oz.,12.75,610.0
Tavern Taters,World of Beer Tavern Taters,World of Beer,serving,1.0,1060.0
Crispy Southern Taters,Shoney's Crispy Southern Taters,Shoney's,side,1.0,380.0
Sweet Tater*,Start Restaurant Sweet Tater*,Start Restaurant,serving,1.0,530.0
"Potato Nuggets, Tater Rounds","Kroger Potato Nuggets, Tater Rounds",Kroger,pieces,11.0,140.0
Dixie Tater Chips,Shoney's Dixie Tater Chips,Shoney's,serving,1.0,550.0
Savory Tater,Start Restaurant Savory Tater,Start Restaurant,serving,1.0,610.0
Tater Skins,Texas Roadhouse Tater Skins,Texas Roadhouse,Serving,1.0,1020.0
"Tater Tots, Classic","Quizno's Tater Tots, Classic",Quizno's,serving,1.0,170.0
"Loaded Tater Tots, Regular","Mr. Hero Loaded Tater Tots, Regular",Mr. Hero,Order,1.0,590.0
Sweet Potato Tater Tots,Lazy Dog Sweet Potato Tater Tots,Lazy Dog,order,1.0,720.0
"Tater Chips, No Salt","Art's & Mary's Tater Chips, No Salt",Art's & Mary's,oz,1.0,150.0
"Veggie Tots, Cauliflower","Green Giant Veggie Tots, Cauliflower",Green Giant,pieces,6.0,110.0
Tots,PDQ Tots,PDQ,Order,1.0,450.0
Kid's Tots,Smashburger Kid's Tots,Smashburger,Serving,1.0,240.0
Kids Tots,Sonic Kids Tots,Sonic,serving,1.0,250.0
Smash Tots,Smashburger Smash Tots,Smashburger,Serving,1.0,350.0
"Tots, Medium","Sonic Tots, Medium",Sonic,order,1.0,360.0
"Tots, Small","Sonic Tots, Small",Sonic,order,1.0,250.0
Lots A Tots,Hooters Lots A Tots,Hooters,serving,1.0,1310.0
"Tots, Large","Sonic Tots, Large",Sonic,order,1.0,580.0
Loaded Tots,Max & Erma's Loaded Tots,Max & Erma's,Serving,1.0,1270.0
Crispy Seasoned Tots,Dave & Buster's Crispy Seasoned Tots,Dave & Buster's,serving,1.0,1160.0
Ranchero Tots,Buffalo Wings & Rings Ranchero Tots,Buffalo Wings & Rings,order,1.0,640.0
"Tater Tots, Large","Mr. Hero Tater Tots, Large",Mr. Hero,Order,1.0,720.0
"Tater Tots, Side","Pizza Schmizza Tater Tots, Side",Pizza Schmizza,oz,8.0,450.0
"Tots with Cheese, Small","Sonic Tots with Cheese, Small",Sonic,order,1.0,310.0
Cauliflower Tots,Birds Eye Cauliflower Tots,Birds Eye,pieces,6.0,130.0
Chili Cheese Tots,Johnny Rockets Chili Cheese Tots,Johnny Rockets,Serving,1.0,1230.0
"Chili Cheese Tots, Large","Sonic Chili Cheese Tots, Large",Sonic,order,1.0,960.0
Venison Meatball,Highland Game Venison Meatball,Highland Game,g,100.0,113.69000244140625
Venison Jerky,"Shaffer Venison Farms, Inc. Venison Jerky","Shaffer Venison Farms, Inc.",package,1.0,35.0
Venison Stick,Unknown Venison Stick,Unknown,pc,1.0,50.0
"Sausage, Venison & Pork","Eddy Sausage, Venison & Pork",Eddy,link,1.0,190.0
Venison Grillsteak,Highland Game Venison Grillsteak,Highland Game,g,100.0,131.3699951171875
Venison Steak,Highland Game Venison Steak,Highland Game,g,100.0,89.56999969482422
Cup of Venison Chili,Twin Peaks Cup of Venison Chili,Twin Peaks,cup without bread or toppings,1.0,200.0
Venison & Pork Ring Sausage,Buc-ee's Venison & Pork Ring Sausage,Buc-ee's,oz,2.5,230.0
Sweet & Smokie Venison Snack Stick,"Shaffer Venison Farms, Inc. Sweet & Smokie Venison Snack Stick","Shaffer Venison Farms, Inc.",oz,1.0,60.0
Smoked Venison Snack Stick,"Shaffer Venison Farms, Inc. Smoked Venison Snack Stick","Shaffer Venison Farms, Inc.",oz,1.0,50.0
"Venison, Sea Salt & Pepper","Epic Venison, Sea Salt & Pepper",Epic,bar,1.0,80.0
Venison Tortelloni,Mattarello Venison Tortelloni,Mattarello,pack,0.5,329.1300048828125
"Venison Stick, Cracked Pepper & Sea Salt","Chomps Venison Stick, Cracked Pepper & Sea Salt",Chomps,stick,1.0,100.0
Pork & Venison Smoked Sausage,Blue Ribbon Pork & Venison Smoked Sausage,Blue Ribbon,oz,2.0,140.0
Smoked Pork & Venison Sausage,Chappell Hill Smoked Pork & Venison Sausage,Chappell Hill,oz,2.0,140.0
Venison and Pork Snack Sticks,Woody's Smokehouse Venison and Pork Snack Sticks,Woody's Smokehouse,oz,2.0,110.0
Venison Cheddar Snack Stick,Highland Venison Cheddar Snack Stick,Highland,oz,1.0,80.0
Venison Chili Mix,Venison Fixin's Venison Chili Mix,Venison Fixin's,ounce,0.5,50.0
